('NaN1',);296.30844271382693;4;851.4203105456597;173;12.753110325750058;-0.7200438131202038;4.216749781101809;-0.2282563619267452;5e-41;5e-41;5e-41;5e-41;5e-41;5e-41;K2PDHVA
('NaN1',);296.30844271382693;4;851.4203105456597;173;12.753110325750058;-0.7200438131202038;4.216749781101809;-0.2282563619267452;5e-41;5e-41;5e-41;5e-41;5e-41;5e-41;3WPW9MZ
('NaN1',);296.30844271382693;4;851.4203105456597;173;12.753110325750058;-0.7200438131202038;4.216749781101809;-0.2282563619267452;5e-41;5e-41;5e-41;5e-41;5e-41;5e-41;QEI99X4
('f',);261.77295002159286;5;676.8779462733273;173;15.05265240332021;-1.198817699141618;4.511162122154222;-0.26133608776009953;0.023140907131255224;5e-41;5e-41;5e-41;5e-41;5e-41;CZZNZVK
('g',);176.21958939128956;5;412.7998597338394;173;15.306482204888507;-0.7658882002253266;7.1294953734952;-0.25310005109023775;5e-41;0.7489319465558097;5e-41;5e-41;5e-41;5e-41;IFT5XBQ
('h',);222.29828761991226;5;538.7834519021573;173;13.306943972368684;-0.5959713937143545;4.489881936144461;-0.026274390900095968;5e-41;5e-41;5e-41;0.06471975430810394;5e-41;5e-41;MT6LHRG
('k',);284.31003308593716;5;771.0576370118741;173;13.151470730248718;-0.7632420217685432;3.8066756646996036;-0.10128028243588029;5e-41;5e-41;-0.008420505136567485;5e-41;5e-41;5e-41;S22NDMA
('m',);262.3844215252646;5;679.2746161671447;173;14.633808658644739;-1.0141120925318734;4.529354067919528;-0.26301384481545226;5e-41;5e-41;5e-41;5e-41;0.0008799579661838032;5e-41;D17IKV2
('n',);171.1739160219634;5;400.93412313659326;173;15.231065225076653;-0.7783397714941355;6.280847803398821;-0.2586360519484036;5e-41;5e-41;5e-41;5e-41;5e-41;-0.16833370616819293;O5IZW8Z
('f', 'g');109.14090726146287;6;271.9007240866079;173;17.666074118323028;-1.2534286397182095;7.4518791015870045;-0.28691664037420794;0.02355253776832422;0.7549160470726953;5e-41;5e-41;5e-41;5e-41;JJTBRWN
('f', 'h');160.67909304783115;6;366.260783557254;173;15.757880063515818;-1.0984844210736533;4.809893775574299;-0.05448387083632472;0.02449620516181112;5e-41;5e-41;0.06687862697588264;5e-41;5e-41;54XSKN9
('f', 'k');219.53840927424883;6;514.6941622147306;173;21.141264925942142;-2.6336186079568513;7.234680668535598;-0.9082531396508107;0.10127542612776029;5e-41;0.035485702592712415;5e-41;5e-41;5e-41;T3G3LP5
('f', 'm');267.20350090123503;6;677.9636177274185;173;15.302038421320633;-1.3176723909796504;4.493913645112926;-0.2596449965097399;0.03864976156149919;5e-41;5e-41;5e-41;-0.0006046613767588277;5e-41;XL2488H
('f', 'n');103.53868975498546;6;263.23686508194976;173;17.598882479154653;-1.2673483699080825;6.5994239046887655;-0.29260951907735766;0.0236170880336096;5e-41;5e-41;5e-41;5e-41;-0.1698665099878442;UTO9HNO
('g', 'h');574.7481419790529;6;4011.0499287278217;173;1.1662892079069134;0.49564319907936066;0.8654844468795045;0.2680703026032009;5e-41;0.6276612067819798;5e-41;-0.005764770596313208;5e-41;5e-41;QHB5DFR
('g', 'k');551.4042966611685;6;3504.744116669886;173;1.0066863123635668;0.9314115298191732;0.9508788311340469;0.7102271236666586;5e-41;1.1505869611829127;-0.012480542213300621;5e-41;5e-41;5e-41;XXG9ICS
('g', 'm');541.4427985725404;6;3308.637915429822;173;0.990145875210093;0.9561154013775944;0.9827454030925011;0.556934492680318;5e-41;1.0775418597329296;5e-41;5e-41;-0.000304613115215375;5e-41;WVE44CM
('g', 'n');567.1961535205943;6;3839.7218235198434;173;1.8734570516488083;0.34304366818900517;0.8973941519092764;0.22697524972381797;5e-41;1.0552900472331066;5e-41;5e-41;5e-41;0.20751071086918846;VRHVAMC
('h', 'k');563.4188600571305;6;3756.7937062739666;173;1.2163059878970386;0.5826571739508449;0.5288933708932629;0.2561422181092871;5e-41;5e-41;0.013235452283572808;0.07947856346208937;5e-41;5e-41;HBTODM2
('h', 'm');532.1662398824881;6;3135.895791712859;173;1.1017583273700315;1.0513288366737592;0.7884128212847086;0.5941849327459526;5e-41;5e-41;5e-41;0.1349109841871627;-0.002096857684507707;5e-41;ZPBP8NR
('h', 'n');565.7511606127171;6;3807.7838834494587;173;1.2855240610078877;0.5431752028543981;0.41540730628393824;0.32204145914430055;5e-41;5e-41;5e-41;0.0134298393031556;5e-41;-0.15292821041040208;94GCRRO
('k', 'm');558.6215640094281;6;3654.0488287555277;173;1.0271611917040622;1.133381404178075;0.9372192185839806;0.6951935658598165;5e-41;5e-41;-0.06188783756994831;5e-41;-0.007159875434289181;5e-41;4EVP66V
('k', 'n');576.7247813255824;6;4057.1416380173955;173;1.1700892540418397;0.48881656743181984;0.6695397002904808;0.15779149586017732;5e-41;5e-41;0.006480104900019043;5e-41;5e-41;-0.1328270143484294;Q70EZ62
('m', 'n');562.6776977068129;6;3740.733370175015;173;1.0974474001402146;0.6403144824151275;0.7923936789260064;0.22628243824702077;5e-41;5e-41;5e-41;5e-41;-0.0010625658593975405;-0.1374985306686764;00UT5W0
('f', 'g', 'h');92.91124500650041;7;240.2875005562286;173;19.45439547677588;-1.4177072421359385;10.009870864159241;-0.5401662837260344;0.022462028931465917;1.4961577353561621;5e-41;-0.07375869666092115;5e-41;5e-41;PVRUMFD
('f', 'g', 'k');56.42401786471332;7;194.59632758874497;173;21.65420662800175;-2.224018890563278;9.138444709540591;-0.724469043972226;0.07654630544225234;0.7134427762202697;0.02407743803191225;5e-41;5e-41;5e-41;YPAWPA4
('f', 'g', 'm');113.25236620576614;7;270.2682165801643;173;17.957317965171278;-1.3914977851732802;7.433589144912378;-0.2849721952629795;0.04156285420427511;0.7553501720346988;5e-41;5e-41;-0.0007021646401468685;5e-41;M1FPKUX
('f', 'g', 'n');108.89361545687655;7;263.5438504789155;173;17.621299602913915;-1.264949209954067;6.769932376654036;-0.29164086981775683;0.023606525392137333;0.1440183277599199;5e-41;5e-41;5e-41;-0.13810222278926912;2C92HFK
('f', 'h', 'k');522.639268586507;7;2880.770696572194;173;1.1139893550569744;1.2394488553759782;0.7915750630519156;0.48732800133727644;-0.06032374403730352;5e-41;-0.010219304964246643;0.08227039110959357;5e-41;5e-41;ZZUQ4UU
('f', 'h', 'm');600.6426222576816;7;4521.954440513701;173;1.0113837813392828;0.9207216068946433;0.9715352052862898;1.083843733214424;0.093975099608174;5e-41;5e-41;0.2847829287669863;-0.006384093213814293;5e-41;0H38PLJ
('f', 'h', 'n');565.6576359652138;7;3694.033477624701;173;1.096367830765394;1.282365744265862;0.8271797483256811;0.8953185579082726;-0.047030983004719175;5e-41;5e-41;0.34954085297033277;5e-41;0.3320056562191936;D2HUYHU
('f', 'k', 'm');547.0890238477082;7;3318.078752504659;173;1.0066032553864712;0.9173273270361187;0.9506231212968608;0.8662225770658085;0.13456473145162645;5e-41;-0.06927049185519057;5e-41;-0.0157443035693774;5e-41;CY7ROX1
('f', 'k', 'n');531.3589424205321;7;3029.6908973755744;173;1.070232881734391;1.1648238199116892;0.8308396280553967;0.38157288196858763;-0.0625263370817731;5e-41;-0.016784282602390118;5e-41;5e-41;-0.11989760975557621;RZ1VDJC
('f', 'm', 'n');690.8448846335139;7;7616.7110766279675;173;0.9999712385141244;0.9344227669630073;0.9300485852409553;0.4367252632477045;0.4175646255124737;5e-41;5e-41;5e-41;-0.033443365252067106;0.2175075786704642;I4CFULM
('g', 'h', 'k');563.8043198013389;7;3654.671214795063;173;1.0282710515550113;0.8672483421006003;0.9579736226528541;0.7527648536427765;5e-41;0.8789923361006537;-0.007214813105685866;0.08118399795824975;5e-41;5e-41;QHGEZIK
('g', 'h', 'm');565.2235177609022;7;3684.7754614232585;173;1.007525475369009;1.0445349510240944;1.0136529392162545;0.8454321884764796;5e-41;0.813885320702933;5e-41;0.13233470917847612;-0.00016842455001479952;5e-41;5VC3J5P
('g', 'h', 'n');555.0183694874374;7;3473.699951278496;173;1.1291713513064894;0.7431269921500557;0.7160674287422749;0.7021447784501549;5e-41;1.4411298537586306;5e-41;0.13615467007873852;5e-41;0.37606179324999645;WDRTZ5J
('g', 'k', 'm');530.568163445837;7;3015.8738535280204;173;1.0057977022405673;1.0328338825920675;0.9815602489044698;0.8604114999611194;5e-41;1.048968074182514;-0.0418931604429322;5e-41;-0.0034891769221972986;5e-41;4S94ZN7
('g', 'k', 'n');576.6773230904121;7;3936.9903382901757;173;1.014872109501651;0.5380195294978644;0.9023191683707527;0.4165935497554243;5e-41;1.3016117154138012;-0.006343878888936205;5e-41;5e-41;0.17475976653934355;TRT2TB2
('g', 'm', 'n');581.1759657171207;7;4040.709407544027;173;0.9754666698853678;0.5093503674291043;1.002375201469027;0.24671156063920716;5e-41;1.1782235511069055;5e-41;5e-41;-0.00048358625257336054;0.22267039003723124;S1C5AH3
('h', 'k', 'm');688.9034093951914;7;7531.711140295065;173;0.9844993770436495;0.9173864232857535;1.034131126900539;1.0912934256543867;5e-41;5e-41;0.061752836245288975;0.5047688715900045;0.005324522110072471;5e-41;DN2RJDD
('h', 'k', 'n');609.3048160567702;7;4754.135082932973;173;1.0717193577162063;1.2417661936698727;0.8608233439458677;0.7237204101464483;5e-41;5e-41;0.057032338505163524;0.5132601964823356;5e-41;0.606389093231678;LHYO29M
